n,Xi(n),Omega(n),E(n),F(n),E_tail_upper,Omega_tail_upper_heuristic
230000,0.21013186628464356,0.6156334724139068,1.3525125043535882,-0.5267471656550379,8.371291033258883e-05,6.294088113143838e-05
231000,0.21013186628480687,0.6156335029647723,1.3525128396505468,-0.5267474704009677,8.337761197821258e-05,6.267111874459727e-05
232000,0.21013186628496808,0.61563353323385,1.3525131721735577,-0.5267477726547397,8.3045087589132e-05,6.240366930299082e-05
233000,0.2101318662851272,0.6156335632531308,1.3525135019573384,-0.5267480724190805,8.271530244723319e-05,6.213850313873899e-05
234000,0.2101318662852843,0.6156335930318928,1.3525138290360266,-0.5267483697188495,8.23882224151045e-05,6.187559108962218e-05
235000,0.2101318662854394,0.6156336225421091,1.3525141534431901,-0.5267486646156416,8.206381392389809e-05,6.161490448834831e-05
236000,0.21013186628559252,0.6156336518139881,1.3525144752118414,-0.5267489571122608,8.17420439614953e-05,6.135641515209207e-05
237000,0.21013186628574373,0.6156336808478943,1.352514794374447,-0.5267492472408091,8.142288006096756e-05,6.110009537229862e-05
238000,0.21013186628589303,0.6156337096297605,1.3525151109629394,-0.5267495350472859,8.11062902893235e-05,6.08459179047438e-05
239000,0.21013186628604044,0.6156337381710657,1.3525154250087288,-0.5267498205516227,8.079224323653472e-05,6.059385595984324e-05
240000,0.21013186628618602,0.6156337664870606,1.352515736542712,-0.5267501037694655,8.048070800483155e-05,6.034388319320341e-05
241000,0.21013186628632982,0.6156337945629294,1.3525160455952856,-0.5267503847460263,8.017165419826146e-05,6.0095973696407296e-05
242000,0.21013186628647182,0.6156338224065133,1.352516352196353,-0.5267506635033679,7.986505191250268e-05,5.9850101988028196e-05
243000,0.21013186628661207,0.6156338500299177,1.3525166563753368,-0.5267509400588071,7.956087172492524e-05,5.9606243004864825e-05
244000,0.21013186628675057,0.615633877416425,1.3525169581611873,-0.5267512144580118,7.92590846848932e-05,5.936437209339163e-05
245000,0.2101318662868874,0.6156339045896103,1.3525172575823927,-0.526751486705895,7.895966230430049e-05,5.9124465001417984e-05
246000,0.21013186628702257,0.6156339315432358,1.3525175546669872,-0.5267517568367288,7.866257654833452e-05,5.888649786995036e-05
247000,0.2101318662871561,0.6156339582731876,1.3525178494425614,-0.5267520248822177,7.836779982646044e-05,5.865044722525195e-05
248000,0.21013186628728803,0.6156339847921644,1.35251814193627,-0.5267522908568176,7.807530498362066e-05,5.8416289971093846e-05
249000,0.21013186628741837,0.615634011108049,1.3525184321748411,-0.5267525547793737,7.77850652916431e-05,5.818400338119259e-05
250000,0.21013186628754715,0.615634037197711,1.3525187201845839,-0.5267528166993256,7.749705444085255e-05,5.79535650918289e-05
251000,0.21013186628767438,0.6156340630927348,1.3525190059913978,-0.5267530766109887,7.721124653187977e-05,5.7724953094642486e-05
252000,0.2101318662878001,0.6156340887888769,1.3525192896207796,-0.5267533345441026,7.692761606766257e-05,5.749814572959802e-05
253000,0.21013186628792432,0.615634114266693,1.3525195710978317,-0.5267535905432144,7.664613794563384e-05,5.727312167811763e-05
254000,0.21013186628804711,0.6156341395527439,1.3525198504472695,-0.5267538446064784,7.636678745009141e-05,5.7049859956375236e-05
255000,0.21013186628816843,0.6156341646502318,1.3525201276934293,-0.526754096755029,7.608954024474474e-05,5.682833990874843e-05
256000,0.21013186628828834,0.6156341895402837,1.3525204028602749,-0.5267543470317029,7.58143723654338e-05,5.660854120142346e-05
257000,0.21013186628840685,0.6156342142436353,1.3525206759714052,-0.5267545954393631,7.554126021301528e-05,5.639044381614922e-05
258000,0.210131866288524,0.6156342387642691,1.3525209470500614,-0.5267548419972683,7.527018054641204e-05,5.617402804413617e-05
259000,0.21013186628863978,0.615634263086672,1.352521216119133,-0.5267550867438211,7.500111047582087e-05,5.595927448009645e-05
260000,0.21013186628875424,0.6156342872250004,1.3525214832011647,-0.5267553296874101,7.473402745607502e-05,5.574616401642103e-05
261000,0.21013186628886737,0.6156343111852874,1.3525217483183636,-0.5267555708442088,7.446890928015684e-05,5.553467783749066e-05
262000,0.21013186628897923,0.6156343349581628,1.3525220114926049,-0.5267558102454628,7.420573407285687e-05,5.53247974141167e-05
263000,0.21013186628908978,0.6156343585537388,1.3525222727454378,-0.5267560479026092,7.394448028457549e-05,5.511650449810859e-05
264000,0.2101318662891991,0.6156343819820053,1.3525225320980923,-0.5267562838268879,7.368512668526327e-05,5.490978111696453e-05
265000,0.2101318662893072,0.6156344052190704,1.3525227895714846,-0.5267565180631071,7.342765235849665e-05,5.4704609568682074e-05
266000,0.21013186628941405,0.6156344282897438,1.3525230451862231,-0.5267567506070653,7.317203669568512e-05,5.450097241668564e-05
267000,0.21013186628951971,0.615634451190745,1.3525232989626144,-0.5267569814823496,7.291825939040676e-05,5.42988524848677e-05
268000,0.21013186628962421,0.6156344739131867,1.3525235509206677,-0.5267572107178567,7.266630043286875e-05,5.4098232852740774e-05
269000,0.21013186628972755,0.6156344964716052,1.3525238010801015,-0.5267574383187688,7.24161401044895e-05,5.389909685069741e-05
270000,0.21013186628982972,0.6156345188723001,1.3525240494603488,-0.5267576642982189,7.216775897259956e-05,5.3701428055375176e-05
271000,0.21013186628993077,0.6156345410960063,1.3525242960805608,-0.5267578886946237,7.192113788525801e-05,5.350521028512417e-05
272000,0.2101318662900307,0.6156345631640312,1.3525245409596138,-0.526758111505552,7.167625796618157e-05,5.331042759557424e-05
273000,0.21013186629012953,0.6156345850745915,1.3525247841161137,-0.5267583327513927,7.143310060978353e-05,5.311706427529946e-05
274000,0.2101318662902273,0.6156346068134558,1.3525250255683996,-0.5267585524647165,7.119164747631962e-05,5.292510484157737e-05
275000,0.210131866290324,0.6156346284043627,1.35252526533455,-0.5267587706398634,7.095188048713845e-05,5.2734534036240516e-05
276000,0.21013186629041963,0.6156346498445753,1.3525255034323875,-0.5267589872973926,7.071378182003341e-05,5.254533682161802e-05
277000,0.21013186629051425,0.6156346711196085,1.3525257398794819,-0.5267592024693591,7.047733390469401e-05,5.235749837656492e-05
278000,0.21013186629060784,0.6156346922506054,1.3525259746931557,-0.5267594161519424,7.02425194182538e-05,5.21710040925769e-05
279000,0.21013186629070044,0.6156347132343138,1.3525262078904892,-0.5267596283654749,7.000932128093275e-05,5.1985839569988616e-05
280000,0.21013186629079203,0.6156347340618418,1.3525264394883227,-0.5267598391356889,6.977772265177149e-05,5.1801990614253124e-05
281000,0.21013186629088265,0.6156347547418383,1.3525266695032627,-0.5267600484705418,6.954770692445543e-05,5.1619443232300676e-05
282000,0.2101318662909723,0.615634775287612,1.3525268979516847,-0.5267602563731004,6.93192577232264e-05,5.143818362897494e-05
283000,0.21013186629106104,0.6156347956744304,1.352527124849738,-0.5267604628842465,6.909235889887962e-05,5.125819820354436e-05
284000,0.2101318662911488,0.6156348159245579,1.3525273502133486,-0.5267606679976419,6.886699452484412e-05,5.107947354628736e-05
285000,0.21013186629123565,0.6156348360406511,1.3525275740582248,-0.5267608717263381,6.86431488933444e-05,5.090199643514911e-05
286000,0.2101318662913216,0.6156348560049972,1.3525277963998585,-0.5267610741035397,6.842080651164139e-05,5.0725753832468385e-05
287000,0.21013186629140665,0.6156348758362236,1.3525280172535317,-0.5267612751259014,6.819995209835101e-05,5.0550732881772606e-05
288000,0.2101318662914908,0.6156348955331573,1.3525282366343174,-0.5267614748096693,6.798057057983807e-05,5.037692090463968e-05
289000,0.2101318662915741,0.6156349150912698,1.3525284545570853,-0.5267616731742414,6.77626470866842e-05,5.020430539762472e-05
290000,0.21013186629165653,0.6156349345181633,1.3525286710365036,-0.5267618702266839,6.754616695022753e-05,5.003287402925025e-05
291000,0.2101318662917381,0.6156349538172565,1.352528886087044,-0.5267620659780493,6.733111569917296e-05,4.986261463705845e-05
292000,0.21013186629181885,0.6156349729750962,1.352529099722983,-0.526762260456068,6.711747905627078e-05,4.96935152247237e-05
293000,0.21013186629189878,0.6156349920099027,1.3525293119584074,-0.526762453656606,6.690524293506244e-05,4.952556395922422e-05
294000,0.2101318662919779,0.6156350109194122,1.352529522807216,-0.526762645595826,6.669439343669189e-05,4.935874916807134e-05
295000,0.21013186629205619,0.615635029692984,1.352529732283123,-0.5267628362980827,6.648491684678053e-05,4.919305933659491e-05
296000,0.21013186629213368,0.6156350483411253,1.352529940399661,-0.526763025766402,6.627679963236487e-05,4.902848310528374e-05
297000,0.21013186629221042,0.6156350668761276,1.3525301471701847,-0.5267632140018468,6.6070028438895e-05,4.8865009267179594e-05
298000,0.2101318662922864,0.6156350852768194,1.3525303526078731,-0.5267634010387673,6.586459008729266e-05,4.870262676532355e-05
299000,0.21013186629236158,0.6156351035588272,1.3525305567257326,-0.5267635868745438,6.566047157106741e-05,4.854132469025355e-05
300000,0.21013186629243602,0.6156351217235562,1.3525307595366,-0.5267637715206079,6.545766005348976e-05,4.8381092277551854e-05
301000,0.21013186629250974,0.6156351397619884,1.3525309610531446,-0.5267639549986465,6.525614286481977e-05,4.822191890544128e-05
302000,0.2101318662925827,0.615635157682713,1.352531161287872,-0.5267641373125763,6.505590749958983e-05,4.8063794092429146e-05
303000,0.21013186629265496,0.6156351754925794,1.352531360253126,-0.5267643184678916,6.48569416139406e-05,4.7906707494997766e-05
304000,0.21013186629272648,0.6156351931802333,1.3525315579610913,-0.5267644984881314,6.465923302300868e-05,4.775064890534038e-05
305000,0.21013186629279734,0.6156352107521308,1.3525317544237963,-0.5267646773788681,6.446276969836492e-05,4.759560824914163e-05
306000,0.21013186629286748,0.615635228216406,1.3525319496531154,-0.5267648551438419,6.42675397655023e-05,4.7441575583401364e-05
307000,0.21013186629293693,0.6156352455556588,1.3525321436607716,-0.5267650318121758,6.407353150137208e-05,4.728854109430102e-05
308000,0.21013186629300573,0.6156352627920123,1.3525323364583388,-0.5267652073733208,6.388073333196738e-05,4.7136495095111315e-05
309000,0.21013186629307384,0.6156352799161794,1.3525325280572444,-0.5267653818479912,6.368913382995284e-05,4.698542802414068e-05
310000,0.2101318662931413,0.6156352969246137,1.352532718468771,-0.526765555251016,6.349872171233965e-05,4.683533044272313e-05
311000,0.21013186629320812,0.615635313832358,1.3525329077040598,-0.5267657275784936,6.330948583820468e-05,4.6686193033245055e-05
312000,0.2101318662932743,0.6156353306327894,1.3525330957741117,-0.526765898848048,6.312141520645289e-05,4.653800659720973e-05
313000,0.21013186629333983,0.6156353473192762,1.35253328268979,-0.526766069077174,6.293449895362195e-05,4.6390762053338965e-05
314000,0.21013186629340472,0.6156353639057076,1.3525334684618229,-0.5267662382627105,6.274872635172827e-05,4.62444504357109e-05
315000,0.21013186629346903,0.6156353803908321,1.3525336531008045,-0.5267664064165034,6.256408680615343e-05,4.609906289193319e-05
316000,0.2101318662935327,0.6156353967617869,1.3525338366171984,-0.5267665735618787,6.238056985357012e-05,4.59545906813509e-05
317000,0.2101318662935958,0.6156354130371394,1.3525340190213384,-0.5267667396906032,6.21981651599068e-05,4.581102517328809e-05
318000,0.2101318662936583,0.6156354292125338,1.3525342003234315,-0.5267669048172394,6.201686251835033e-05,4.566835784532266e-05
319000,0.2101318662937202,0.6156354452805042,1.352534380533559,-0.5267670689593347,6.183665184738534e-05,4.552658028159356e-05
320000,0.2101318662937815,0.6156354612509406,1.352534559661679,-0.5267672321169568,6.165752318887004e-05,4.538568417113956e-05
321000,0.21013186629384226,0.6156354771259138,1.352534737717628,-0.5267673942978719,6.147946670614752e-05,4.5245661306269176e-05
322000,0.21013186629390243,0.6156354928971326,1.3525349147111232,-0.5267675555200881,6.130247268219151e-05,4.5106503580960756e-05
323000,0.21013186629396208,0.6156355085717234,1.3525350906517635,-0.526767715786078,6.112653151778631e-05,4.4968202989292334e-05
324000,0.21013186629402114,0.615635524155087,1.3525352655490321,-0.526767875099924,6.095163372973973e-05,4.4830751623900485e-05
325000,0.21013186629407968,0.6156355396382704,1.3525354394122981,-0.526768033479948,6.0777769949128825e-05,4.469414167446751e-05
326000,0.21013186629413766,0.6156355550275984,1.3525356122508176,-0.5267681909290816,6.0604930919577086e-05,4.4558365426236494e-05
327000,0.21013186629419514,0.6156355703289951,1.3525357840737362,-0.526768347450546,6.0433107495563106e-05,4.4423415258553514e-05
328000,0.21013186629425207,0.6156355855311627,1.35253595489009,-0.5267685030646752,6.0262290640759554e-05,4.4289283643436466e-05
329000,0.2101318662943085,0.6156356006420638,1.3525361247088077,-0.5267686577724354,6.009247142640211e-05,4.415596314416993e-05
330000,0.2101318662943644,0.6156356156670983,1.3525362935387122,-0.5267688115772494,5.992364102968748e-05,4.402344641392555e-05
331000,0.2101318662944198,0.6156356305941394,1.3525364613885218,-0.5267689644999626,5.9755790732200203e-05,4.3891726194407393e-05
332000,0.2101318662944747,0.6156356454352473,1.352536628266852,-0.5267691165371301,5.95889119183674e-05,4.37607953145217e-05
333000,0.2101318662945291,0.6156356601944842,1.352536794182217,-0.5267692676932038,5.942299607394088e-05,4.363064668907056e-05
334000,0.21013186629458303,0.6156356748559378,1.3525369591430312,-0.5267694179925103,5.92580347845063e-05,4.350127331746904e-05
335000,0.21013186629463645,0.6156356894340838,1.3525371231576107,-0.5267695674288905,5.909401973401846e-05,4.337266828248523e-05
336000,0.2101318662946894,0.6156357039316569,1.3525372862341745,-0.5267697160078282,5.8930942703362536e-05,4.3244824749002696e-05
337000,0.2101318662947419,0.615635718333834,1.3525374483808459,-0.52676986375227,5.876879556894038e-05,4.311773596280505e-05
338000,0.21013186629479394,0.6156357326556832,1.3525376096056545,-0.5267700106551774,5.860757030128176e-05,4.2991395249381885e-05
339000,0.2101318662948455,0.6156357468975789,1.3525377699165373,-0.5267701567241129,5.8447258963679634e-05,4.286579601275594e-05
340000,0.2101318662948966,0.6156357610490455,1.3525379293213389,-0.5267703019773968,5.828785371084927e-05,4.274093173433084e-05
341000,0.21013186629494726,0.6156357751241667,1.3525380878278148,-0.5267704464087009,5.812934678761063e-05,4.261679597175912e-05
342000,0.2101318662949975,0.6156357891168254,1.3525382454436314,-0.5267705900318086,5.797173052759342e-05,4.2493382357830044e-05
343000,0.21013186629504726,0.6156358030245525,1.3525384021763676,-0.5267707328567679,5.781499735196462e-05,4.237068459937684e-05
344000,0.21013186629509661,0.6156358168540028,1.3525385580335154,-0.526770874884416,5.7659139768177756e-05,4.224869647620295e-05
345000,0.21013186629514552,0.6156358306074001,1.3525387130224824,-0.5267710161199368,5.750415036874372e-05,4.212741184002697e-05
346000,0.21013186629519404,0.6156358442758719,1.3525388671505927,-0.5267711565795268,5.7350021830022475e-05,4.200682461344578e-05
347000,0.2101318662952421,0.6156358578678632,1.3525390204250867,-0.5267712962619813,5.719674691103548e-05,4.18869287889156e-05
348000,0.21013186629528977,0.615635871388264,1.352539172853124,-0.5267714351695701,5.704431845229822e-05,4.176771842775057e-05
349000,0.210131866295337,0.6156358848230046,1.3525393244417836,-0.526771573323442,5.68927293746725e-05,4.164918765913856e-05
350000,0.21013186629538386,0.615635898185812,1.3525394751980655,-0.5267717107168697,5.6741972678238224e-05,4.1531330679173726e-05
351000,0.21013186629543032,0.6156359114744975,1.3525396251288917,-0.5267718473589639,5.659204144118408e-05,4.141414174990567e-05
352000,0.21013186629547637,0.6156359246809854,1.3525397742411065,-0.5267719832646447,5.64429288187169e-05,4.129761519840469e-05
353000,0.21013186629552202,0.61563593781728,1.352539922541479,-0.5267721184286769,5.6294628041989325e-05,4.118174541584297e-05
354000,0.2101318662955673,0.6156359508840827,1.352540070036703,-0.5267722528570529,5.6147132417045336e-05,4.106652685659122e-05
355000,0.2101318662956122,0.6156359638712277,1.3525402167333986,-0.5267723865665588,5.600043532378337e-05,4.095195403733065e-05
356000,0.21013186629565672,0.6156359767881211,1.3525403626381132,-0.5267725195543354,5.585453021493665e-05,4.083802153617981e-05
357000,0.21013186629570085,0.6156359896389509,1.3525405077573218,-0.5267726518226701,5.570941061507045e-05,4.072472399183611e-05
358000,0.21013186629574462,0.6156360024079669,1.3525406520974292,-0.5267727833937177,5.556507011959583e-05,4.0612056102731676e-05
359000,0.21013186629578803,0.6156360151117528,1.3525407956647704,-0.5267729142572295,5.542150239379973e-05,4.0500012626203335e-05
360000,0.21013186629583108,0.615636027748396,1.3525409384656104,-0.5267730444213834,5.527870117189091e-05,4.038858837767633e-05
361000,0.21013186629587377,0.6156360403109405,1.3525410805061477,-0.5267731738993334,5.513666025606155e-05,4.027777822986168e-05
362000,0.2101318662959161,0.6156360528072249,1.3525412217925126,-0.5267733026893716,5.499537351556425e-05,4.0167577111966665e-05
363000,0.2101318662959581,0.6156360652369616,1.3525413623307698,-0.5267734307978502,5.485483488580386e-05,4.005798000891853e-05
364000,0.21013186629599973,0.6156360775933882,1.3525415021269187,-0.5267735582375308,5.4715038367444354e-05,3.9948981960600795e-05
365000,0.21013186629604103,0.6156360898836062,1.352541641186894,-0.5267736850072469,5.457597802552995e-05,3.984057806110217e-05
366000,0.210131866296082,0.615636102112042,1.3525417795165673,-0.5267738111084432,5.443764798862047e-05,3.973276345797774e-05
367000,0.21013186629612263,0.6156361142693036,1.352541917121747,-0.5267739365563207,5.430004244794077e-05,3.962553335152222e-05
368000,0.2101318662961629,0.6156361263616373,1.3525420540081805,-0.5267740613503803,5.4163155656543654e-05,3.951888299405504e-05
369000,0.21013186629620287,0.6156361383936484,1.3525421901815535,-0.5267741854917023,5.402698192848631e-05,3.941280768921698e-05
370000,0.21013186629624253,0.615636150355585,1.3525423256474916,-0.526774308995664,5.38915156380199e-05,3.9307302791278265e-05
371000,0.21013186629628186,0.6156361622563995,1.3525424604115612,-0.5267744318588798,5.375675121879206e-05,3.920236370445778e-05
372000,0.21013186629632086,0.6156361740954871,1.3525425944792702,-0.5267745540874622,5.362268316306205e-05,3.9097985882253244e-05
373000,0.21013186629635955,0.6156361858670972,1.3525427278560682,-0.5267746756926115,5.348930602092838e-05,3.8994164826782146e-05
374000,0.21013186629639793,0.6156361975795536,1.3525428605473482,-0.5267747966713967,5.3356614399568686e-05,3.889089608813326e-05
375000,0.21013186629643602,0.6156362092309955,1.3525429925584465,-0.526774917031015,5.322460296249145e-05,3.878817526372847e-05
376000,0.2101318662964738,0.6156362208160798,1.352543123894644,-0.5267750367820903,5.309326642879971e-05,3.86859979976948e-05
377000,0.21013186629651126,0.6156362323442759,1.3525432545611669,-0.5267751559203797,5.296259957246609e-05,3.858435998024635e-05
378000,0.21013186629654845,0.6156362438120412,1.3525433845631867,-0.526775274454597,5.283259722161937e-05,3.8483256947076155e-05
379000,0.2101318662965853,0.6156362552140816,1.352543513905822,-0.526775392395155,5.270325425784207e-05,3.838268467875751e-05
380000,0.21013186629662192,0.6156362665612637,1.3525436425941384,-0.5267755097362528,5.2574565615478955e-05,3.828263900015479e-05
381000,0.21013186629665823,0.6156362778512583,1.3525437706331496,-0.526775626485233,5.244652628095636e-05,3.818311577984355e-05
382000,0.21013186629669425,0.6156362890780688,1.3525438980278175,-0.5267757426530545,5.231913129211204e-05,3.808411092953969e-05
383000,0.21013186629672997,0.6156363002487417,1.3525440247830536,-0.5267758582375819,5.2192375737535274e-05,3.798562040353759e-05
384000,0.21013186629676545,0.6156363113647512,1.352544150903719,-0.5267759732422024,5.20662547559172e-05,3.788764019815687e-05
385000,0.2101318662968006,0.6156363224182441,1.352544276394626,-0.5267760876795814,5.19407635354112e-05,3.7790166351197956e-05
386000,0.21013186629683553,0.6156363334138025,1.352544401260537,-0.5267762015498989,5.181589731300293e-05,3.769319494140593e-05
387000,0.21013186629687017,0.6156363443590478,1.3525445255061672,-0.5267763148502492,5.1691651373890085e-05,3.7596722087942774e-05
388000,0.21013186629690456,0.6156363552434263,1.3525446491361837,-0.5267764275958529,5.156802105087159e-05,3.750074394986769e-05
389000,0.21013186629693867,0.6156363660728488,1.3525447721552064,-0.5267765397854189,5.1445001723746125e-05,3.740525672562546e-05
390000,0.2101318662969725,0.6156363768532616,1.3525448945678094,-0.5267766514175753,5.132258881871965e-05,3.7310256652542663e-05
391000,0.2101318662970061,0.6156363875704084,1.3525450163785204,-0.526776762511106,5.1200777807822e-05,3.7215740006331605e-05
392000,0.21013186629703942,0.6156363982365829,1.3525451375918223,-0.5267768730582,5.107956420833229e-05,3.712170310060179e-05
393000,0.2101318662970725,0.6156364088495981,1.352545258212153,-0.5267769830654825,5.0958943582212875e-05,3.7028142286378906e-05
394000,0.2101318662971053,0.6156364194047901,1.3525453782439065,-0.5267770925420111,5.083891153555186e-05,3.693505395163104e-05
395000,0.2101318662971379,0.6156364299101875,1.352545497691433,-0.5267772014841077,5.071946371801396e-05,3.684243452080215e-05
396000,0.21013186629717023,0.6156364403657034,1.3525456165590397,-0.5267773098961661,5.060059582229965e-05,3.6750280454352564e-05
397000,0.21013186629720232,0.61563645076199,1.3525457348509917,-0.5267774177917994,5.0482303583612115e-05,3.665858824830635e-05
398000,0.21013186629723415,0.6156364611105634,1.3525458525715115,-0.526777525163714,5.036458277913241e-05,3.656735443380563e-05
399000,0.21013186629726577,0.6156364714105044,1.3525459697247806,-0.5267776320170104,5.0247429227502244e-05,3.647657557667145e-05
400000,0.21013186629729713,0.6156364816521565,1.3525460863149392,-0.5267777383654857,5.013083878831444e-05,3.63862482769713e-05
401000,0.21013186629732825,0.615636491847072,1.3525462023460875,-0.5267778442016872,5.001480736161091e-05,3.629636916859307e-05
402000,0.21013186629735917,0.6156365019941938,1.3525463178222852,-0.5267779495307322,4.9899330887388e-05,3.620693491882534e-05
403000,0.21013186629738984,0.6156365120875422,1.352546432747553,-0.5267780543626208,4.9784405345109227e-05,3.611794222794396e-05
404000,0.21013186629742028,0.6156365221318573,1.3525465471258724,-0.5267781586965948,4.967002675322487e-05,3.6029387828804665e-05
405000,0.21013186629745048,0.6156365321300137,1.3525466609611865,-0.5267782625337223,4.9556191168698857e-05,3.594126848644181e-05
406000,0.21013186629748049,0.6156365420762928,1.3525467742574,-0.5267783658836267,4.9442894686542434e-05,3.5853580997672983e-05
407000,0.21013186629751027,0.6156365519739003,1.3525468870183806,-0.52677846874697,4.933013343935454e-05,3.5766322190709384e-05
408000,0.21013186629753983,0.615636561827047,1.3525469992479582,-0.5267785711233715,4.921790359686899e-05,3.567948892477202e-05
409000,0.21013186629756916,0.6156365716274269,1.3525471109499267,-0.5267786730249306,4.910620136550806e-05,3.559307808971349e-05
410000,0.21013186629759828,0.615636581382295,1.3525472221280432,-0.5267787744481499,4.899502298794268e-05,3.550708660564521e-05
411000,0.2101318662976272,0.6156365910935887,1.3525473327860293,-0.5267788753948135,4.8884364742658726e-05,3.5421511422570185e-05
412000,0.2101318662976559,0.6156366007531647,1.3525474429275712,-0.5267789758767506,4.877422294352978e-05,3.533634952002105e-05
413000,0.2101318662976844,0.6156366103672909,1.35254755255632,-0.5267790758913447,4.866459393939587e-05,3.525159790670341e-05
414000,0.2101318662977127,0.6156366199373167,1.352547661675892,-0.5267791754408626,4.8555474113648255e-05,3.516725362014424e-05
415000,0.21013186629774078,0.615636629458053,1.3525477702898698,-0.526779274534076,4.8446859883820096e-05,3.508331372634551e-05
416000,0.21013186629776864,0.6156366389356918,1.3525478784018024,-0.5267793731683419,4.8338747701183036e-05,3.499977531944267e-05
417000,0.21013186629779632,0.6156366483695598,1.3525479860152048,-0.5267794713478486,4.823113405034944e-05,3.4916635521368064e-05
418000,0.21013186629782382,0.6156366577551721,1.3525480931335596,-0.5267795690805637,4.812401544888023e-05,3.483389148151922e-05
419000,0.2101318662978511,0.615636667096984,1.3525481997603166,-0.5267796663654816,4.8017388446898336e-05,3.475154037643182e-05
420000,0.2101318662978782,0.6156366763980898,1.3525483058988936,-0.5267797632029256,4.791124962670756e-05,3.4669579409457394e-05
421000,0.2101318662979051,0.6156366856491028,1.3525484115526765,-0.5267798596056685,4.780559560241674e-05,3.458800581044551e-05
422000,0.2101318662979318,0.6156366948596685,1.3525485167250193,-0.526779955567419,4.7700423019569285e-05,3.450681683543057e-05
423000,0.21013186629795833,0.6156367040318036,1.352548621419246,-0.526780051089484,4.7595728554777773e-05,3.4426009766322976e-05
424000,0.21013186629798464,0.6156367131533033,1.3525487256386488,-0.5267801461873609,4.74915089153638e-05,3.434558191060469e-05
425000,0.21013186629801078,0.6156367222361405,1.35254882938649,-0.5267802408523388,4.7387760839002625e-05,3.426553060102904e-05
426000,0.21013186629803676,0.615636731276628,1.3525489326660023,-0.5267803350913376,4.7284481093372974e-05,3.4185853195324855e-05
427000,0.21013186629806252,0.6156367402740123,1.3525490354803882,-0.5267804289083133,4.7181666475811566e-05,3.410654707590457e-05
428000,0.21013186629808814,0.6156367492286292,1.3525491378328207,-0.5267805223061034,4.707931381297243e-05,3.40276096495766e-05
429000,0.21013186629811356,0.615636758145739,1.3525492397264447,-0.5267806152825921,4.69774199604909e-05,3.394903834726161e-05
430000,0.2101318662981388,0.6156367670158556,1.3525493411643754,-0.526780707850381,4.687598180265235e-05,3.3870830623712775e-05
431000,0.21013186629816386,0.615636775848402,1.3525494421497004,-0.5267808000031345,4.677499625206531e-05,3.379298395723992e-05
432000,0.21013186629818875,0.6156367846418507,1.3525495426854792,-0.5267808917454397,4.667446024933917e-05,3.371549584943754e-05
433000,0.21013186629821348,0.6156367933910639,1.3525496427747432,-0.5267809830854658,4.6574370762766224e-05,3.363836382491644e-05
434000,0.21013186629823802,0.6156368021024288,1.352549742420497,-0.5267810740198303,4.647472478800813e-05,3.356158543103925e-05
435000,0.21013186629826242,0.6156368107745877,1.3525498416257178,-0.5267811645528677,4.637551934778654e-05,3.348515823765945e-05
436000,0.21013186629828662,0.6156368194037691,1.3525499403933559,-0.5267812546913001,4.6276751491577925e-05,3.340907983686405e-05
437000,0.21013186629831068,0.6156368279953243,1.3525500387263356,-0.5267813444327006,4.61784182953127e-05,3.33333478427198e-05
438000,0.21013186629833455,0.6156368365509529,1.3525501366275545,-0.526781433778267,4.608051686107814e-05,3.325795989102276e-05
439000,0.21013186629835828,0.6156368450632346,1.3525502340998852,-0.5267815227382924,4.5983044316825536e-05,3.3182913639051494e-05
440000,0.21013186629838182,0.6156368535396315,1.3525503311461735,-0.5267816113081603,4.5885997816081156e-05,3.31082067653234e-05
441000,0.21013186629840525,0.6156368619794637,1.352550427769241,-0.5267816994913721,4.5789374537661164e-05,3.303383696935447e-05
442000,0.21013186629842848,0.6156368703770245,1.3525505239718838,-0.5267817872964308,4.5693171685390234e-05,3.295980197142235e-05
443000,0.21013186629845154,0.6156368787379131,1.3525506197568733,-0.5267818747205086,4.559738648782408e-05,3.2886099512332446e-05
444000,0.2101318662984745,0.6156368870649123,1.3525507151269562,-0.5267819617635695,4.550201619797558e-05,3.281272735318732e-05
445000,0.21013186629849726,0.615636895350448,1.3525508100848558,-0.5267820484359106,4.540705809304452e-05,3.273968327515917e-05
446000,0.21013186629851988,0.6156369036009022,1.3525509046332707,-0.5267821347338486,4.531250947415103e-05,3.2666965079265284e-05
447000,0.21013186629854233,0.6156369118167663,1.352550998774876,-0.5267822206595675,4.521836766607241e-05,3.25945705861466e-05
448000,0.21013186629856467,0.6156369199923428,1.3525510925123236,-0.5267823062214161,4.512463001698361e-05,3.252249763584918e-05
449000,0.21013186629858682,0.6156369281326359,1.3525511858482424,-0.5267823914170197,4.5031293898200884e-05,3.245074408760858e-05
450000,0.21013186629860886,0.6156369362414779,1.3525512787852378,-0.5267824762451512,4.4938356703929085e-05,3.2379307819637146e-05
451000,0.21013186629863073,0.6156369443094105,1.3525513713258932,-0.526782560717852,4.484581585101204e-05,3.2308186728914066e-05
452000,0.21013186629865246,0.6156369523425428,1.3525514634727693,-0.5267826448315741,4.475366877868637e-05,3.223737873097826e-05
453000,0.21013186629867403,0.6156369603441317,1.3525515552284046,-0.5267827285855988,4.4661912948338385e-05,3.216688175972401e-05
454000,0.21013186629869549,0.6156369683062815,1.352551646595316,-0.526782811990339,4.457054584326424e-05,3.20966937671992e-05
